Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,Postal_Code,Batch,Delivery Time,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_363,Q345B,VOV2BEQ,GB/T 3050-2020,25,2700,11500,F8,2023-01-02,300003,Q4,2023-07-01,0,0,2,92.0,117.0
steel_364,Q345B,X2ATOY2,GB/T 3050-2020,15,4700,17000,F5,2023-01-01,300003,Q4,2023-07-01,1,1,0,112.0,127.0
steel_365,Q235D,8YVXEKN,GB/T 4040-2019,25,2700,7500,F4,2023-01-01,300003,Q4,2023-07-01,5,0,0,83.0,108.0
steel_366,Q235C,6KPENAM,GB/T 5050-2018,18,2700,7500,F7,2023-01-01,300003,Q4,2023-07-01,0,1,2,123.0,141.0
steel_367,Q235C,OMYQBHG,GB/T 2025-2015,15,4700,5000,F6,2023-01-03,300003,Q4,2023-07-01,1,2,0,189.0,204.0
steel_368,Q235C,C9ZB19I,GB/T 4040-2019,8,2500,11500,F6,2023-01-02,300003,Q4,2023-07-01,2,0,1,120.0,128.0
steel_369,Q345C,RA9VXLL,GB/T 3050-2020,8,2700,5000,F8,2023-01-03,300003,Q4,2023-07-01,2,1,0,157.0,165.0
steel_370,Q235C,C88GXCR,GB/T 3050-2020,8,3500,7500,F2,2023-01-03,300003,Q4,2023-07-01,2,1,1,118.0,126.0
steel_371,Q345R(R-HIC),1K5BJFG,GB/T 3050-2020,16,4700,7500,F3,2023-01-02,300003,Q4,2023-07-01,1,0,2,156.0,172.0
steel_372,Q235D,MYEHRT3,GB/T 3050-2020,20,4700,7500,F1,2023-01-03,300003,Q4,2023-07-01,0,1,0,129.0,149.0
steel_373,Q235D,8YVXEKN,GB/T 2025-2015,15,2700,13000,F1,2023-01-02,300003,Q4,2023-07-01,0,1,1,124.0,139.0
steel_374,Q235B,4VKBN6F,GB/T 2025-2015,15,2500,7500,F8,2023-01-03,300003,Q4,2023-07-01,4,0,1,174.0,189.0
steel_375,Q345R(R-HIC),TDZF6LU,GB/T 3050-2020,18,4700,5000,F4,2023-01-02,300003,Q4,2023-07-01,3,1,0,208.0,226.0
steel_376,Q235B,QK89HAW,GB/T 5050-2018,18,4700,7500,F4,2023-01-01,300003,Q4,2023-07-01,4,1,1,211.0,229.0
steel_377,Q345C,DUW3AU4,GB/T 1122-2021,8,2500,7500,F5,2023-01-01,300003,Q4,2023-07-01,0,0,0,193.0,201.0
steel_378,Q235C,CRX5AQ8,GB/T 4040-2019,18,2700,11500,F1,2023-01-01,300003,Q4,2023-07-01,4,0,1,189.0,207.0
steel_379,Q345C,0ZUCSUW,GB/T 2025-2015,25,2700,5000,F4,2023-01-03,300003,Q4,2023-07-01,3,1,0,226.0,251.0
steel_380,Q235B,2FOB0KK,GB/T 4040-2019,15,3500,7500,F2,2023-01-03,300003,Q4,2023-07-01,3,1,1,174.0,189.0
steel_381,Q235D,YQF68EE,GB/T 6060-2017,8,4700,7500,F2,2023-01-03,300003,Q4,2023-07-01,2,1,0,165.0,173.0
steel_382,Q245R(R-HIC),RVTOQZG,GB/T 1122-2021,8,2700,7500,F3,2023-01-02,300003,Q4,2023-07-01,4,0,1,207.0,215.0
steel_383,Q235D,NWI1M3X,GB/T 4040-2019,16,2500,11500,F2,2023-01-03,300003,Q4,2023-07-01,4,1,0,215.0,231.0
steel_384,Q245R(R-HIC),EGZ369S,GB/T 2025-2015,18,2700,11500,F2,2023-01-03,300003,Q4,2023-07-01,2,2,1,161.0,179.0
steel_385,Q235C,C88GXCR,GB/T 5050-2018,20,2700,7500,F3,2023-01-01,300003,Q4,2023-07-01,1,0,0,112.0,132.0
steel_386,Q245A,UILQU2Z,GB/T 6060-2017,10,2700,7500,F3,2023-01-01,300003,Q4,2023-07-01,3,0,1,239.0,249.0
steel_387,Q345C,CCY29L2,GB/T 2025-2015,18,2700,11500,F4,2023-01-02,300003,Q4,2023-07-01,0,0,2,117.0,135.0
steel_388,Q245A,BTCXT0R,GB/T 1122-2021,18,2700,13000,F6,2023-01-01,300003,Q4,2023-07-01,0,1,0,149.0,167.0
steel_389,Q245A,8EGBJL9,GB/T 2025-2015,18,2700,11500,F3,2023-01-02,300003,Q4,2023-07-01,5,0,0,108.0,126.0
steel_390,Q245A,B94WQ6E,GB/T 3050-2020,10,4700,7500,F3,2023-01-03,300003,Q4,2023-07-01,4,0,1,215.0,225.0
steel_391,Q235C,3HEYBFO,GB/T 1122-2021,25,4700,15000,F5,2023-01-02,300003,Q4,2023-07-01,3,1,0,251.0,276.0
steel_392,Q235D,FA1K4WR,GB/T 1122-2021,20,4700,7500,F3,2023-01-01,300003,Q4,2023-07-01,4,1,1,229.0,249.0
steel_393,Q345B,ZXN6F8S,GB/T 3050-2020,10,4700,11500,F4,2023-01-01,300003,Q4,2023-07-01,4,0,0,359.0,369.0
steel_394,Q345R(R-HIC),J0ZR697,GB/T 3050-2020,20,4700,5000,F7,2023-01-02,300003,Q4,2023-07-01,5,0,1,365.0,385.0
steel_395,Q235D,7LNYVFN,GB/T 3050-2020,15,2700,7500,F1,2023-01-03,300003,Q4,2023-07-01,3,1,0,276.0,291.0
steel_396,Q235C,SQLPK51,GB/T 3050-2020,20,2700,5000,F3,2023-01-01,300003,Q4,2023-07-01,4,1,1,249.0,269.0
steel_397,Q235B,3XRVAD6,GB/T 5050-2018,10,2700,5000,F6,2023-01-02,300003,Q4,2023-07-01,0,1,1,139.0,149.0
steel_398,Q235B,4LDID7Q,GB/T 5050-2018,8,4700,13000,F3,2023-01-02,300003,Q4,2023-07-01,2,0,1,128.0,136.0
steel_399,Q235C,X2ATOY2,GB/T 3050-2020,20,2500,11500,F8,2023-01-03,300003,Q4,2023-07-01,0,2,0,92.0,112.0
steel_400,Q245A,SGLV0IX,GB/T 1122-2021,8,4700,7500,F1,2023-01-03,300003,Q4,2023-07-01,1,2,1,148.0,156.0
steel_401,Q245R(R-HIC),CWGB0TK,GB/T 5050-2018,10,2500,7500,F1,2023-01-02,500005,Q5,2023-07-01,3,0,0,215.0,225.0
steel_402,Q345C,VPTJZUD,GB/T 1122-2021,10,4700,7500,F8,2023-01-01,500005,Q5,2023-07-01,2,2,1,179.0,189.0
steel_403,Q345C,6CA4ZSB,GB/T 2025-2015,25,2500,11500,F7,2023-01-02,500005,Q5,2023-07-01,0,0,2,135.0,160.0
steel_404,Q235B,KVQZPCW,GB/T 3050-2020,8,2500,11500,F3,2023-01-01,500005,Q5,2023-07-01,5,1,1,349.0,357.0
steel_405,Q345C,0QN1TJ2,GB/T 1122-2021,20,2700,5000,F5,2023-01-02,500005,Q5,2023-07-01,5,0,0,126.0,146.0
steel_406,Q235D,50IHPKL,GB/T 2025-2015,20,2700,5000,F1,2023-01-02,500005,Q5,2023-07-01,2,1,1,126.0,146.0
steel_407,Q235B,8SB016D,GB/T 5050-2018,25,3500,11500,F6,2023-01-02,500005,Q5,2023-07-01,2,2,0,222.0,247.0
steel_408,Q345R(R-HIC),UZW1FL1,GB/T 2025-2015,25,3500,5000,F3,2023-01-01,500005,Q5,2023-07-01,5,1,1,357.0,382.0
steel_409,Q345R(R-HIC),ZE9E4AH,GB/T 6060-2017,8,2500,13000,F4,2023-01-02,500005,Q5,2023-07-01,0,0,0,201.0,209.0
steel_410,Q235B,2FOB0KK,GB/T 4040-2019,10,2700,5000,F1,2023-01-01,500005,Q5,2023-07-01,2,0,1,136.0,146.0
steel_411,Q245A,KTQMRXF,GB/T 4040-2019,25,3500,11500,F3,2023-01-02,500005,Q5,2023-07-01,4,1,0,231.0,256.0
steel_412,Q245R(R-HIC),91N3B13,GB/T 3050-2020,8,2500,7500,F8,2023-01-02,500005,Q5,2023-07-01,5,1,1,382.0,390.0
steel_413,Q345B,VO1MDOE,GB/T 6060-2017,18,2700,5000,F7,2023-01-01,500005,Q5,2023-07-01,5,0,0,146.0,164.0
steel_414,Q235C,QNA9F82,GB/T 1122-2021,10,4700,5000,F1,2023-01-03,500005,Q5,2023-07-01,3,0,1,249.0,259.0
steel_415,Q345B,P00VUNJ,GB/T 3050-2020,21,4700,7500,F8,2023-01-01,500005,Q5,2023-07-01,5,1,0,235.0,256.0
steel_416,Q245R(R-HIC),MZOA1RK,GB/T 3050-2020,16,4700,5000,F7,2023-01-02,500005,Q5,2023-07-01,5,1,1,390.0,406.0
steel_417,Q235B,Y919H41,GB/T 4040-2019,8,2700,11500,F1,2023-01-03,500005,Q5,2023-07-01,0,0,0,209.0,217.0
steel_418,Q235C,8IQWCMR,GB/T 6060-2017,20,2500,7500,F7,2023-01-02,500005,Q5,2023-07-01,4,0,1,225.0,245.0
steel_419,Q235D,4M20CMN,GB/T 5050-2018,8,3500,7500,F3,2023-01-01,500005,Q5,2023-07-01,4,1,0,256.0,264.0
steel_420,Q345C,B94WQ6E,GB/T 4040-2019,21,2700,5000,F1,2023-01-03,500005,Q5,2023-07-01,0,1,0,167.0,188.0
steel_421,Q235C,Q11XWMT,GB/T 6060-2017,15,2700,7500,F8,2023-01-03,500005,Q5,2023-07-01,5,0,0,164.0,179.0
steel_422,Q245A,NJZOXYQ,GB/T 4040-2019,20,4700,13000,F7,2023-01-02,500005,Q5,2023-07-01,2,0,1,146.0,166.0
steel_423,Q235C,AJ6P2QV,GB/T 2025-2015,10,4700,7500,F2,2023-01-02,500005,Q5,2023-07-01,2,1,0,173.0,183.0
steel_424,Q345C,5A2FNVO,GB/T 3050-2020,18,2500,7500,F8,2023-01-01,500005,Q5,2023-07-01,4,1,1,269.0,287.0
steel_425,Q245A,2IX13U8,GB/T 5050-2018,8,2700,5000,F5,2023-01-03,500005,Q5,2023-07-01,1,0,0,132.0,140.0
steel_426,Q345B,E0QBYRP,GB/T 1122-2021,25,2500,11500,F1,2023-01-02,500005,Q5,2023-07-01,2,2,1,189.0,214.0
steel_427,Q235B,7IX24X6,GB/T 4040-2019,16,4700,7500,F5,2023-01-01,500005,Q5,2023-07-01,0,0,2,160.0,176.0
steel_428,Q345B,VHARAWS,GB/T 6060-2017,20,4700,7500,F7,2023-01-01,500005,Q5,2023-07-01,5,1,1,406.0,426.0
steel_429,Q235C,9KO3JBE,GB/T 5050-2018,21,3500,5000,F3,2023-01-02,500005,Q5,2023-07-01,1,1,1,66.0,87.0
steel_430,Q345B,87X4DD2,GB/T 6060-2017,15,2700,7500,F2,2023-01-03,500005,Q5,2023-07-01,5,0,1,385.0,400.0
steel_431,Q345C,R60ELEK,GB/T 1122-2021,18,2700,11500,F7,2023-01-03,500005,Q5,2023-07-01,0,2,0,112.0,130.0
steel_432,Q245R(R-HIC),QK89HAW,GB/T 6060-2017,21,2700,5000,F8,2023-01-02,500005,Q5,2023-07-01,1,2,1,156.0,177.0
steel_433,Q345R(R-HIC),3HEYBFO,GB/T 1122-2021,10,4700,7500,F5,2023-01-02,500005,Q5,2023-07-01,0,0,0,217.0,227.0
steel_434,Q345R(R-HIC),QDJJL28,GB/T 4040-2019,16,2500,7500,F8,2023-01-02,500005,Q5,2023-07-01,0,0,1,85.0,101.0
steel_435,Q235B,E0QBYRP,GB/T 4040-2019,21,2500,7500,F7,2023-01-02,500005,Q5,2023-07-01,3,1,0,291.0,312.0
steel_436,Q235B,PWR6GA7,GB/T 1122-2021,21,2700,11500,F4,2023-01-01,500005,Q5,2023-07-01,3,1,1,189.0,210.0
steel_437,Q245R(R-HIC),QWEFIIX,GB/T 2025-2015,21,3500,7500,F8,2023-01-01,500005,Q5,2023-07-01,3,0,0,225.0,246.0
steel_438,Q235D,02HHPJ6,GB/T 5050-2018,18,3500,7500,F6,2023-01-02,500005,Q5,2023-07-01,5,0,1,400.0,418.0
steel_439,Q245A,HZXFXX0,GB/T 4040-2019,20,2700,7500,F8,2023-01-03,500005,Q5,2023-07-01,5,1,0,256.0,276.0
steel_440,Q235C,RUB4SJD,GB/T 2025-2015,16,2700,7500,F8,2023-01-02,500005,Q5,2023-07-01,0,2,1,115.0,131.0
steel_441,Q235D,Q11XWMT,GB/T 3050-2020,20,2700,7500,F2,2023-01-02,500005,Q5,2023-07-01,5,0,0,179.0,199.0
steel_442,Q245R(R-HIC),E0QBYRP,GB/T 3050-2020,18,2500,7500,F1,2023-01-03,500005,Q5,2023-07-01,4,0,1,245.0,263.0
steel_443,Q345R(R-HIC),9E3B5FE,GB/T 3050-2020,20,2700,11500,F2,2023-01-01,500005,Q5,2023-07-01,0,0,2,176.0,196.0
steel_444,Q245A,UILQU2Z,GB/T 4040-2019,18,2500,7500,F1,2023-01-01,500005,Q5,2023-07-01,1,1,0,127.0,145.0
steel_445,Q235D,Y2387UN,GB/T 3050-2020,25,2500,11500,F5,2023-01-02,500005,Q5,2023-07-01,2,0,0,187.0,212.0
steel_446,Q345B,KTQMRXF,GB/T 2025-2015,16,2700,7500,F4,2023-01-02,500005,Q5,2023-07-01,5,0,1,418.0,434.0
steel_447,Q345B,UILQU2Z,GB/T 4040-2019,25,4700,5000,F4,2023-01-01,500005,Q5,2023-07-01,5,1,0,276.0,301.0
steel_448,Q235B,LQN79VT,GB/T 5050-2018,25,2700,7500,F8,2023-01-03,500005,Q5,2023-07-01,1,2,1,177.0,202.0
steel_449,Q345R(R-HIC),B04H2H3,GB/T 1122-2021,21,4700,5000,F4,2023-01-01,500005,Q5,2023-07-01,3,0,0,246.0,267.0
steel_450,Q345C,KRVFHUF,GB/T 2025-2015,25,2700,7500,F7,2023-01-03,500005,Q5,2023-07-01,4,0,1,263.0,288.0
steel_451,Q345C,ROGBOID,GB/T 3050-2020,16,3500,11500,F2,2023-01-01,500005,Q6,2023-10-01,4,1,0,264.0,280.0
steel_452,Q235D,JGW5Z76,GB/T 1122-2021,8,2500,7500,F8,2023-01-02,500005,Q6,2023-10-01,0,1,0,188.0,196.0
steel_453,Q345B,RA9VXLL,GB/T 2025-2015,16,3500,7500,F1,2023-01-03,500005,Q6,2023-10-01,3,0,0,267.0,283.0
steel_454,Q245R(R-HIC),1K5BJFG,GB/T 6060-2017,20,4700,7500,F8,2023-01-03,500005,Q6,2023-10-01,0,1,2,141.0,161.0
steel_455,Q345C,ZQZSZKV,GB/T 2025-2015,18,4700,11500,F1,2023-01-03,500005,Q6,2023-10-01,0,2,0,130.0,148.0
steel_456,Q235C,GAAGU24,GB/T 2025-2015,21,3500,13000,F4,2023-01-01,500005,Q6,2023-10-01,4,1,1,287.0,308.0
steel_457,Q245A,B3L02BV,GB/T 1122-2021,25,2500,11500,F4,2023-01-01,500005,Q6,2023-10-01,1,0,0,140.0,165.0
steel_458,Q245A,2FOB0KK,GB/T 2025-2015,8,3500,5000,F7,2023-01-03,500005,Q6,2023-10-01,1,0,1,220.0,228.0
steel_459,Q245R(R-HIC),4K4TR0M,GB/T 2025-2015,25,2700,7500,F5,2023-01-02,500005,Q6,2023-10-01,0,0,2,196.0,221.0
steel_460,Q345R(R-HIC),DIKDCW1,GB/T 5050-2018,10,2700,13000,F4,2023-01-01,500005,Q6,2023-10-01,1,1,0,145.0,155.0
steel_461,Q235D,DUW3AU4,GB/T 6060-2017,20,2500,11500,F5,2023-01-03,500005,Q6,2023-10-01,2,2,0,247.0,267.0
steel_462,Q245R(R-HIC),0MVYTA0,GB/T 6060-2017,15,3500,13000,F8,2023-01-01,500005,Q6,2023-10-01,3,0,1,259.0,274.0
steel_463,Q235B,4QD4SBI,GB/T 1122-2021,21,4700,11500,F6,2023-01-01,500005,Q6,2023-10-01,2,0,0,212.0,233.0
steel_464,Q235D,WM7J4YE,GB/T 1122-2021,10,4700,7500,F6,2023-01-03,500005,Q6,2023-10-01,1,2,1,202.0,212.0
steel_465,Q235C,10HIHO7,GB/T 1122-2021,10,2500,5000,F1,2023-01-02,500005,Q6,2023-10-01,1,0,0,165.0,175.0
steel_466,Q235D,91N3B13,GB/T 1122-2021,15,4700,7500,F6,2023-01-03,500005,Q6,2023-10-01,5,0,1,434.0,449.0
steel_467,Q235B,CYXIRMO,GB/T 4040-2019,10,4700,11500,F4,2023-01-01,500005,Q6,2023-10-01,3,1,0,312.0,322.0
steel_468,Q345R(R-HIC),OR3HN1A,GB/T 1122-2021,15,4700,13000,F5,2023-01-01,500005,Q6,2023-10-01,1,1,0,155.0,170.0
steel_469,Q345C,LQN79VT,GB/T 6060-2017,20,2500,7500,F6,2023-01-01,500005,Q6,2023-10-01,0,1,1,149.0,169.0
steel_470,Q245A,S12UU4J,GB/T 6060-2017,15,2500,5000,F2,2023-01-01,500005,Q6,2023-10-01,5,0,1,449.0,464.0
steel_471,Q235B,7HYE8DD,GB/T 3050-2020,8,2500,11500,F1,2023-01-01,500005,Q6,2023-10-01,2,1,0,183.0,191.0
steel_472,Q235B,HZXFXX0,GB/T 6060-2017,10,2700,7500,F3,2023-01-03,500005,Q6,2023-10-01,5,1,1,426.0,436.0
steel_473,Q235C,NXITJH4,GB/T 3050-2020,15,4700,7500,F2,2023-01-03,500005,Q6,2023-10-01,5,0,0,199.0,214.0
steel_474,Q345R(R-HIC),PVI2MIO,GB/T 2025-2015,20,3500,5000,F1,2023-01-02,500005,Q6,2023-10-01,0,0,1,101.0,121.0
steel_475,Q345R(R-HIC),MZOA1RK,GB/T 1122-2021,10,3500,13000,F4,2023-01-01,500005,Q6,2023-10-01,1,0,2,172.0,182.0
steel_476,Q245A,K5POY1K,GB/T 4040-2019,18,4700,11500,F4,2023-01-01,500005,Q6,2023-10-01,3,1,1,210.0,228.0
steel_477,Q245R(R-HIC),SS5F6F1,GB/T 1122-2021,25,4700,5000,F4,2023-01-03,500005,Q6,2023-10-01,2,1,0,191.0,216.0
steel_478,Q235D,VANO5B8,GB/T 5050-2018,8,2500,5000,F5,2023-01-03,500005,Q6,2023-10-01,0,1,2,161.0,169.0
steel_479,Q245A,0MVYTA0,GB/T 5050-2018,15,2700,11500,F4,2023-01-02,500005,Q6,2023-10-01,3,1,0,322.0,337.0
steel_480,Q345C,LG941RX,GB/T 1122-2021,10,3500,17000,F8,2023-01-01,500005,Q6,2023-10-01,1,2,1,212.0,222.0
steel_481,Q345R(R-HIC),YIJ5EPJ,GB/T 5050-2018,10,2500,17000,F8,2023-01-01,500005,Q6,2023-10-01,4,0,0,369.0,379.0
steel_482,Q235D,BTHJIKU,GB/T 3050-2020,18,2700,5000,F3,2023-01-02,500005,Q6,2023-10-01,2,0,1,166.0,184.0
steel_483,Q345R(R-HIC),XUOHVM1,GB/T 2025-2015,18,2700,7500,F8,2023-01-03,500005,Q6,2023-10-01,3,1,0,337.0,355.0
steel_484,Q345C,8RXJ5IT,GB/T 4040-2019,16,2500,7500,F5,2023-01-03,500005,Q6,2023-10-01,1,1,0,170.0,186.0
steel_485,Q235B,3HEYBFO,GB/T 6060-2017,16,3500,11500,F4,2023-01-03,500005,Q6,2023-10-01,0,1,1,169.0,185.0
steel_486,Q235B,Q4IJWB6,GB/T 4040-2019,18,2700,7500,F3,2023-01-03,500005,Q6,2023-10-01,4,0,1,288.0,306.0
steel_487,Q245A,QKLWHZ9,GB/T 5050-2018,16,2500,5000,F1,2023-01-01,500005,Q6,2023-10-01,2,0,0,233.0,249.0
steel_488,Q235D,V9NRN6N,GB/T 4040-2019,21,2700,7500,F3,2023-01-01,500005,Q6,2023-10-01,1,2,1,222.0,243.0
steel_489,Q345R(R-HIC),DUFOY38,GB/T 6060-2017,16,2700,7500,F1,2023-01-02,500005,Q6,2023-10-01,3,0,0,283.0,299.0
steel_490,Q345C,LQN79VT,GB/T 3050-2020,25,2500,5000,F8,2023-01-02,500005,Q6,2023-10-01,5,0,1,464.0,489.0
steel_491,Q235D,SNAUE12,GB/T 1122-2021,25,4700,11500,F3,2023-01-02,500005,Q6,2023-10-01,2,2,0,267.0,292.0
steel_492,Q345B,5BQX6VN,GB/T 3050-2020,21,2700,7500,F5,2023-01-03,500005,Q6,2023-10-01,0,1,0,196.0,217.0
steel_493,Q245A,O6P1SOD,GB/T 1122-2021,21,4700,11500,F3,2023-01-01,500005,Q6,2023-10-01,1,1,1,87.0,108.0
steel_494,Q345B,ZAO3KZP,GB/T 5050-2018,15,4700,5000,F8,2023-01-02,500005,Q6,2023-10-01,3,0,1,274.0,289.0
steel_495,Q245A,U2AOHRV,GB/T 4040-2019,18,2700,7500,F5,2023-01-02,500005,Q6,2023-10-01,2,1,0,216.0,234.0
steel_496,Q235D,GCRHTSK,GB/T 4040-2019,18,2500,7500,F1,2023-01-01,500005,Q6,2023-10-01,5,1,1,436.0,454.0
steel_497,Q235C,VHARAWS,GB/T 1122-2021,21,2500,7500,F6,2023-01-02,500005,Q6,2023-10-01,0,0,0,227.0,248.0
steel_498,Q245A,I0KAMWH,GB/T 4040-2019,8,2700,7500,F7,2023-01-03,500005,Q6,2023-10-01,0,0,1,121.0,129.0
steel_499,Q345R(R-HIC),RF2ACIX,GB/T 1122-2021,21,2700,15000,F8,2023-01-02,500005,Q6,2023-10-01,2,0,0,249.0,270.0
steel_500,Q235B,VPTJZUD,GB/T 4040-2019,16,2500,7500,F7,2023-01-01,500005,Q6,2023-10-01,3,1,1,228.0,244.0
steel_501,Q245A,OM5MEKI,GB/T 1122-2021,15,4700,7500,F5,2023-01-01,500005,Q6,2023-10-01,0,1,1,185.0,200.0
steel_502,Q245R(R-HIC),C9ZB19I,GB/T 5050-2018,10,4700,5000,F5,2023-01-01,500005,Q6,2023-10-01,5,0,1,489.0,499.0
steel_503,Q345B,O2X92JX,GB/T 4040-2019,25,2500,5000,F2,2023-01-03,500005,Q6,2023-10-01,1,2,0,204.0,229.0
steel_504,Q345B,R60ELEK,GB/T 4040-2019,21,4700,11500,F8,2023-01-01,500005,Q6,2023-10-01,3,1,1,244.0,265.0
steel_505,Q235D,RUB4SJD,GB/T 1122-2021,20,2700,7500,F3,2023-01-01,500005,Q6,2023-10-01,4,0,0,379.0,399.0
steel_506,Q235C,BTHJIKU,GB/T 4040-2019,16,3500,11500,F1,2023-01-03,500005,Q6,2023-10-01,4,0,1,306.0,322.0
steel_507,Q345R(R-HIC),IOKUB9A,GB/T 2025-2015,16,2700,5000,F3,2023-01-01,500005,Q6,2023-10-01,3,1,0,355.0,371.0
steel_508,Q345C,Q4IJWB6,GB/T 5050-2018,10,2700,17000,F6,2023-01-01,500005,Q6,2023-10-01,5,1,1,454.0,464.0
steel_509,Q235C,HDAB0E9,GB/T 2025-2015,18,3500,5000,F8,2023-01-02,500005,Q6,2023-10-01,4,0,0,399.0,417.0
steel_510,Q345B,FA1K4WR,GB/T 1122-2021,20,4700,5000,F1,2023-01-03,500005,Q6,2023-10-01,3,0,1,289.0,309.0
steel_511,Q235C,Y919H41,GB/T 2025-2015,25,3500,7500,F5,2023-01-02,500005,Q6,2023-10-01,0,2,0,148.0,173.0
steel_512,Q235C,OLSFJE7,GB/T 5050-2018,25,2700,13000,F3,2023-01-02,500005,Q6,2023-10-01,4,1,1,308.0,333.0
steel_513,Q345B,ROGBOID,GB/T 1122-2021,10,2500,15000,F1,2023-01-01,500005,Q6,2023-10-01,5,0,0,214.0,224.0
steel_514,Q235C,979YRZV,GB/T 1122-2021,25,2500,5000,F5,2023-01-01,500005,Q6,2023-10-01,1,0,1,228.0,253.0
steel_515,Q245A,SLFOJTB,GB/T 2025-2015,18,2500,13000,F7,2023-01-02,500005,Q6,2023-10-01,3,1,0,371.0,389.0
steel_516,Q235D,UJVZH9X,GB/T 6060-2017,10,2700,15000,F8,2023-01-02,500005,Q6,2023-10-01,3,1,1,265.0,275.0
steel_517,Q235D,8CZMUEA,GB/T 6060-2017,10,2700,13000,F8,2023-01-02,500005,Q6,2023-10-01,1,1,1,108.0,118.0
steel_518,Q345C,18L9LKP,GB/T 2025-2015,8,2700,5000,F2,2023-01-01,500005,Q6,2023-10-01,3,0,1,309.0,317.0
steel_519,Q235C,KVQZPCW,GB/T 4040-2019,21,2500,7500,F5,2023-01-02,500005,Q6,2023-10-01,5,1,0,301.0,322.0
steel_520,Q235C,3WKN3HU,GB/T 5050-2018,8,4700,5000,F8,2023-01-03,500005,Q6,2023-10-01,5,1,1,464.0,472.0
steel_521,Q345B,X89IA6L,GB/T 4040-2019,20,2500,7500,F5,2023-01-02,500005,Q6,2023-10-01,1,0,0,175.0,195.0
steel_522,Q345B,8EGBJL9,GB/T 6060-2017,18,4700,5000,F3,2023-01-03,500005,Q6,2023-10-01,4,0,1,322.0,340.0
steel_523,Q345B,K6CAJCP,GB/T 1122-2021,18,3500,5000,F3,2023-01-02,500005,Q6,2023-10-01,2,0,0,270.0,288.0
steel_524,Q345B,3A1RRGN,GB/T 3050-2020,21,2700,5000,F4,2023-01-01,500005,Q6,2023-10-01,4,1,1,333.0,354.0
steel_525,Q235D,XUOHVM1,GB/T 1122-2021,20,4700,11500,F2,2023-01-01,500005,Q6,2023-10-01,5,0,0,224.0,244.0
steel_526,Q345R(R-HIC),Q4IJWB6,GB/T 4040-2019,15,4700,7500,F3,2023-01-02,500005,Q6,2023-10-01,3,0,1,317.0,332.0
steel_527,Q235B,3KX4URW,GB/T 1122-2021,8,3500,17000,F6,2023-01-03,500005,Q6,2023-10-01,5,1,0,322.0,330.0
steel_528,Q235B,RIYO0RL,GB/T 5050-2018,8,4700,17000,F8,2023-01-03,500005,Q6,2023-10-01,2,2,1,214.0,222.0
steel_529,Q235C,04IDY93,GB/T 4040-2019,21,3500,5000,F1,2023-01-03,500005,Q6,2023-10-01,3,0,0,299.0,320.0
steel_530,Q245R(R-HIC),8EGBJL9,GB/T 3050-2020,10,2500,11500,F5,2023-01-03,500005,Q6,2023-10-01,3,0,1,332.0,342.0
steel_531,Q245R(R-HIC),OLSFJE7,GB/T 3050-2020,8,2500,17000,F6,2023-01-02,500005,Q6,2023-10-01,3,1,0,389.0,397.0
steel_532,Q235C,6EWJ7IU,GB/T 6060-2017,16,2700,7500,F7,2023-01-02,500005,Q6,2023-10-01,5,1,1,472.0,488.0
steel_533,Q345R(R-HIC),VO1MDOE,GB/T 1122-2021,21,2500,7500,F6,2023-01-02,500005,Q6,2023-10-01,5,0,0,244.0,265.0
steel_534,Q245R(R-HIC),WTJXGQU,GB/T 2025-2015,16,2500,11500,F2,2023-01-03,500005,Q6,2023-10-01,5,0,1,499.0,515.0
steel_535,Q245R(R-HIC),KBCEYCI,GB/T 6060-2017,21,2500,7500,F6,2023-01-01,500005,Q6,2023-10-01,2,0,0,288.0,309.0
steel_536,Q235C,1VQRKL1,GB/T 5050-2018,21,2700,5000,F7,2023-01-01,500005,Q6,2023-10-01,1,2,1,243.0,264.0
steel_537,Q235C,U2AOHRV,GB/T 4040-2019,16,2500,7500,F7,2023-01-03,500005,Q6,2023-10-01,3,0,0,320.0,336.0
steel_538,Q345R(R-HIC),VPTJZUD,GB/T 4040-2019,21,4700,5000,F1,2023-01-02,500005,Q6,2023-10-01,2,1,1,146.0,167.0
steel_539,Q345C,H60UCIF,GB/T 1122-2021,20,4700,7500,F3,2023-01-03,500005,Q6,2023-10-01,3,1,0,397.0,417.0
steel_540,Q235C,NPTQH1M,GB/T 6060-2017,16,4700,7500,F7,2023-01-03,500005,Q6,2023-10-01,2,2,1,222.0,238.0
steel_541,Q235C,8YCRZ0U,GB/T 5050-2018,20,2500,7500,F6,2023-01-02,500005,Q6,2023-10-01,4,0,0,417.0,437.0
steel_542,Q245A,6KPENAM,GB/T 4040-2019,18,2700,7500,F5,2023-01-01,500005,Q6,2023-10-01,2,0,1,184.0,202.0
steel_543,Q345B,3TJ2JZ4,GB/T 1122-2021,25,2700,11500,F8,2023-01-03,500005,Q6,2023-10-01,5,1,0,330.0,355.0
steel_544,Q245R(R-HIC),PWR6GA7,GB/T 4040-2019,25,2700,7500,F3,2023-01-02,500005,Q6,2023-10-01,4,1,1,354.0,379.0
