Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,Postal_Code,Batch,Delivery Time,宽度,长度,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_338,Q345B,7IX24X6,GB/T 5050-2018,16,2500,5000,F8,2023-01-02,500005,Q6,2023-10-01,2500,5000,1,0,1,89.0,105.0
steel_339,Q345C,8EGBJL9,GB/T 3050-2020,18,2500,5000,F3,2023-01-02,300003,Q8,2023-04-01,2500,5000,2,1,0,107.0,125.0
steel_340,Q345C,P4HCFYR,GB/T 4040-2019,18,2500,5000,F6,2023-01-01,300003,Q5,2023-10-01,2500,5000,3,1,1,199.0,217.0
steel_341,Q345B,VEC3GU5,GB/T 3050-2020,20,2500,5000,F7,2023-01-01,300003,Q2,2023-01-01,2500,5000,2,2,0,117.0,137.0
steel_342,Q345C,O1HPDT0,GB/T 4040-2019,18,2500,5000,F7,2023-01-01,200002,Q10,2023-07-01,2500,5000,4,0,1,247.0,265.0
steel_343,Q345B,H3QO1NG,GB/T 1122-2021,20,2500,5000,F3,2023-01-03,300003,Q5,2023-10-01,2500,5000,0,2,0,101.0,121.0
steel_344,Q235D,6UHG5WG,GB/T 6060-2017,8,2500,5000,F2,2023-01-01,200002,Q1,2023-01-01,2500,5000,1,2,1,111.0,119.0
steel_345,Q345B,M1UPZ3Y,GB/T 3050-2020,10,2500,5000,F6,2023-01-01,200002,Q10,2023-07-01,2500,5000,1,0,0,77.0,87.0
steel_346,Q235C,Y4WDXCG,GB/T 5050-2018,21,2500,5000,F5,2023-01-01,300003,Q11,2023-07-01,2500,5000,0,0,1,139.0,160.0
steel_347,Q345B,7ZQ98XH,GB/T 5050-2018,15,2500,5000,F8,2023-01-02,500005,Q12,2023-07-01,2500,5000,2,2,0,137.0,152.0
steel_348,Q345C,SGT2BRK,GB/T 2025-2015,8,2500,5000,F8,2023-01-02,500005,Q6,2023-10-01,2500,5000,0,1,0,106.0,114.0
steel_349,Q245A,S1LBNWS,GB/T 4040-2019,10,2500,5000,F2,2023-01-03,500005,Q9,2023-04-01,2500,5000,0,1,1,150.0,160.0
steel_350,Q235C,KTQMRXF,GB/T 3050-2020,10,2500,5000,F5,2023-01-02,300003,Q8,2023-04-01,2500,5000,5,0,1,244.0,254.0
steel_351,Q345C,XUOHVM1,GB/T 2025-2015,25,2500,5000,F8,2023-01-03,500005,Q6,2023-10-01,2500,5000,2,1,0,125.0,150.0
steel_352,Q235B,CWGB0TK,GB/T 3050-2020,18,2500,5000,F5,2023-01-02,200002,Q7,2023-04-01,2500,5000,1,2,1,119.0,137.0
steel_353,Q235B,QK89HAW,GB/T 4040-2019,25,2500,5000,F1,2023-01-01,500005,Q6,2023-10-01,2500,5000,3,0,0,291.0,316.0
steel_354,Q245A,AJK6SED,GB/T 5050-2018,18,2500,5000,F3,2023-01-02,300003,Q5,2023-10-01,2500,5000,3,0,1,191.0,209.0
steel_355,Q245A,VEC3GU5,GB/T 1122-2021,16,2500,5000,F8,2023-01-03,500005,Q3,2023-01-01,2500,5000,4,1,0,186.0,202.0
steel_356,Q235C,R3X73GM,GB/T 5050-2018,15,2500,5000,F7,2023-01-02,200002,Q7,2023-04-01,2500,5000,1,1,0,171.0,186.0
steel_357,Q235D,8EGBJL9,GB/T 2025-2015,18,2500,5000,F6,2023-01-01,300003,Q5,2023-10-01,2500,5000,0,1,1,160.0,178.0
steel_358,Q245A,BW645ZG,GB/T 6060-2017,8,2500,5000,F5,2023-01-03,500005,Q12,2023-07-01,2500,5000,2,1,1,164.0,172.0
steel_359,Q235B,3WKN3HU,GB/T 1122-2021,25,2500,5000,F5,2023-01-01,300003,Q5,2023-10-01,2500,5000,4,1,0,202.0,227.0
steel_360,Q345B,YKSG0LB,GB/T 2025-2015,21,2500,5000,F4,2023-01-01,300003,Q8,2023-04-01,2500,5000,2,2,1,99.0,120.0
steel_361,Q345C,9E3B5FE,GB/T 4040-2019,15,2500,5000,F2,2023-01-03,300003,Q5,2023-10-01,2500,5000,5,0,0,230.0,245.0
steel_362,Q235B,3KX4URW,GB/T 1122-2021,25,2500,5000,F4,2023-01-01,500005,Q6,2023-10-01,2500,5000,1,0,1,105.0,130.0
steel_363,Q235B,UZW1FL1,GB/T 2025-2015,21,2500,5000,F8,2023-01-01,300003,Q8,2023-04-01,2500,5000,0,0,2,138.0,159.0
steel_364,Q235D,UILQU2Z,GB/T 4040-2019,20,2500,5000,F4,2023-01-02,500005,Q6,2023-10-01,2500,5000,0,1,0,114.0,134.0
steel_365,Q235C,K5POY1K,GB/T 5050-2018,8,2500,5000,F4,2023-01-01,200002,Q4,2023-10-01,2500,5000,4,0,0,140.0,148.0
steel_366,Q235C,DUFOY38,GB/T 6060-2017,16,2500,5000,F1,2023-01-01,500005,Q12,2023-07-01,2500,5000,5,0,1,254.0,270.0
steel_367,Q245R(R-HIC),SNAUE12,GB/T 4040-2019,16,2500,5000,F5,2023-01-01,200002,Q7,2023-04-01,2500,5000,5,1,0,173.0,189.0
steel_368,Q235D,DIKE2AD,GB/T 3050-2020,10,2500,5000,F7,2023-01-01,500005,Q3,2023-01-01,2500,5000,2,0,1,220.0,230.0
steel_369,Q345B,8CZMUEA,GB/T 4040-2019,8,2500,5000,F2,2023-01-03,300003,Q2,2023-01-01,2500,5000,3,0,0,316.0,324.0
steel_370,Q235C,8YVXEKN,GB/T 4040-2019,21,2500,5000,F7,2023-01-02,500005,Q12,2023-07-01,2500,5000,1,0,1,130.0,151.0
steel_371,Q345C,Z2JJXFC,GB/T 6060-2017,8,2500,5000,F1,2023-01-01,300003,Q8,2023-04-01,2500,5000,1,0,2,126.0,134.0
steel_372,Q245A,DIKDCW1,GB/T 3050-2020,18,2500,5000,F1,2023-01-01,200002,Q7,2023-04-01,2500,5000,2,2,1,120.0,138.0
steel_373,Q235D,WM7J4YE,GB/T 2025-2015,25,2500,5000,F4,2023-01-03,500005,Q3,2023-01-01,2500,5000,3,0,0,324.0,349.0
steel_374,Q245A,7Y5SPMH,GB/T 2025-2015,25,2500,5000,F3,2023-01-01,300003,Q2,2023-01-01,2500,5000,0,1,2,99.0,124.0
steel_375,Q235B,7SM6KVU,GB/T 4040-2019,10,2500,5000,F5,2023-01-03,200002,Q4,2023-10-01,2500,5000,1,2,0,143.0,153.0
steel_376,Q345C,DIKE2AD,GB/T 3050-2020,21,2500,5000,F6,2023-01-02,200002,Q4,2023-10-01,2500,5000,3,1,1,217.0,238.0
steel_377,Q345C,SS5F6F1,GB/T 3050-2020,8,2500,5000,F5,2023-01-02,500005,Q9,2023-04-01,2500,5000,5,0,0,245.0,253.0
steel_378,Q235B,Q0CYXUI,GB/T 6060-2017,8,2500,5000,F6,2023-01-01,200002,Q7,2023-04-01,2500,5000,5,0,1,270.0,278.0
steel_379,Q235D,MZOA1RK,GB/T 5050-2018,18,2500,5000,F4,2023-01-01,300003,Q11,2023-07-01,2500,5000,0,0,2,159.0,177.0
steel_380,Q235B,S1LBNWS,GB/T 2025-2015,15,2500,5000,F6,2023-01-01,200002,Q4,2023-10-01,2500,5000,5,1,1,255.0,270.0
steel_381,Q245A,ZX876O0,GB/T 6060-2017,16,2500,5000,F1,2023-01-03,200002,Q1,2023-01-01,2500,5000,5,0,0,253.0,269.0
steel_382,Q245R(R-HIC),S1LBNWS,GB/T 1122-2021,18,2500,5000,F7,2023-01-01,300003,Q2,2023-01-01,2500,5000,1,1,2,103.0,121.0
steel_383,Q345C,XUOHVM1,GB/T 2025-2015,10,2500,5000,F6,2023-01-01,200002,Q4,2023-10-01,2500,5000,3,1,0,326.0,336.0
steel_384,Q345R(R-HIC),0P48PTI,GB/T 6060-2017,10,2500,5000,F5,2023-01-02,200002,Q10,2023-07-01,2500,5000,4,1,1,234.0,244.0
steel_385,Q345R(R-HIC),5FRBI23,GB/T 2025-2015,16,2500,5000,F2,2023-01-01,200002,Q10,2023-07-01,2500,5000,4,0,0,148.0,164.0
steel_386,Q245A,KVQZPCW,GB/T 5050-2018,20,2500,5000,F4,2023-01-02,200002,Q10,2023-07-01,2500,5000,1,0,1,151.0,171.0
steel_387,Q345B,5FRBI23,GB/T 1122-2021,18,2500,5000,F3,2023-01-01,300003,Q2,2023-01-01,2500,5000,0,0,2,177.0,195.0
steel_388,Q235C,WXJG952,GB/T 5050-2018,15,2500,5000,F4,2023-01-02,200002,Q1,2023-01-01,2500,5000,0,1,0,134.0,149.0
steel_389,Q235B,87X4DD2,GB/T 1122-2021,16,2500,5000,F8,2023-01-01,300003,Q5,2023-10-01,2500,5000,5,0,0,269.0,285.0
steel_390,Q235B,6X5GTA2,GB/T 4040-2019,10,2500,5000,F4,2023-01-02,200002,Q1,2023-01-01,2500,5000,1,1,2,121.0,131.0
steel_391,Q345B,EGZ369S,GB/T 6060-2017,8,2500,5000,F1,2023-01-03,200002,Q1,2023-01-01,2500,5000,5,1,0,189.0,197.0
steel_392,Q345B,5P5OJE5,GB/T 1122-2021,21,2500,5000,F7,2023-01-02,200002,Q7,2023-04-01,2500,5000,5,1,1,270.0,291.0
steel_393,Q245A,7HYE8DD,GB/T 5050-2018,10,2500,5000,F7,2023-01-02,200002,Q4,2023-10-01,2500,5000,2,1,0,150.0,160.0
steel_394,Q245A,M1UPZ3Y,GB/T 2025-2015,10,2500,5000,F2,2023-01-02,300003,Q5,2023-10-01,2500,5000,5,0,1,278.0,288.0
steel_395,Q345B,ZXN6F8S,GB/T 1122-2021,20,2500,5000,F6,2023-01-01,300003,Q5,2023-10-01,2500,5000,4,1,0,227.0,247.0
steel_396,Q345C,GAAGU24,GB/T 6060-2017,18,2500,5000,F1,2023-01-01,300003,Q11,2023-07-01,2500,5000,5,1,1,291.0,309.0
steel_397,Q245A,621MUFR,GB/T 1122-2021,20,2500,5000,F8,2023-01-01,500005,Q6,2023-10-01,2500,5000,2,0,0,141.0,161.0
steel_398,Q245R(R-HIC),BT04J6X,GB/T 3050-2020,10,2500,5000,F1,2023-01-03,200002,Q4,2023-10-01,2500,5000,1,1,2,131.0,141.0
steel_399,Q245A,IUIEMCP,GB/T 2025-2015,10,2500,5000,F4,2023-01-03,200002,Q1,2023-01-01,2500,5000,1,2,0,153.0,163.0
steel_400,Q235B,HPMHZJ4,GB/T 6060-2017,10,2500,5000,F1,2023-01-02,300003,Q8,2023-04-01,2500,5000,4,1,1,244.0,254.0
steel_401,Q245A,5P5OJE5,GB/T 6060-2017,10,2500,5000,F1,2023-01-03,500005,Q9,2023-04-01,2500,5000,2,2,0,152.0,162.0
steel_402,Q345C,GCRHTSK,GB/T 4040-2019,20,2500,5000,F2,2023-01-02,200002,Q10,2023-07-01,2500,5000,5,0,1,288.0,308.0
steel_403,Q345B,G538PC9,GB/T 5050-2018,21,2500,5000,F8,2023-01-02,300003,Q8,2023-04-01,2500,5000,2,0,0,161.0,182.0
steel_404,Q235B,KBCEYCI,GB/T 4040-2019,20,2500,5000,F4,2023-01-02,200002,Q7,2023-04-01,2500,5000,5,1,1,309.0,329.0
steel_405,Q245A,RA9VXLL,GB/T 6060-2017,21,2500,5000,F3,2023-01-03,200002,Q7,2023-04-01,2500,5000,0,1,1,178.0,199.0
steel_406,Q345C,7ZQ98XH,GB/T 2025-2015,16,2500,5000,F2,2023-01-01,300003,Q11,2023-07-01,2500,5000,3,0,1,209.0,225.0
steel_407,Q245R(R-HIC),NXITJH4,GB/T 1122-2021,20,2500,5000,F3,2023-01-03,300003,Q11,2023-07-01,2500,5000,5,1,0,197.0,217.0
steel_408,Q245A,TDOT4RG,GB/T 1122-2021,15,2500,5000,F2,2023-01-02,200002,Q10,2023-07-01,2500,5000,2,2,1,138.0,153.0
steel_409,Q345C,95IQ4Z7,GB/T 2025-2015,18,2500,5000,F7,2023-01-02,200002,Q4,2023-10-01,2500,5000,4,0,0,164.0,182.0
steel_410,Q245R(R-HIC),3W69200,GB/T 6060-2017,16,2500,5000,F5,2023-01-03,300003,Q2,2023-01-01,2500,5000,1,0,1,171.0,187.0
steel_411,Q345B,3WKN3HU,GB/T 1122-2021,10,2500,5000,F2,2023-01-02,200002,Q7,2023-04-01,2500,5000,2,1,0,160.0,170.0
steel_412,Q245A,P2ML9R2,GB/T 1122-2021,16,2500,5000,F6,2023-01-02,200002,Q4,2023-10-01,2500,5000,2,1,1,172.0,188.0
steel_413,Q245R(R-HIC),4LDID7Q,GB/T 1122-2021,25,2500,5000,F1,2023-01-03,300003,Q11,2023-07-01,2500,5000,0,1,1,199.0,224.0
steel_414,Q235B,J0ZR697,GB/T 5050-2018,10,2500,5000,F7,2023-01-03,200002,Q7,2023-04-01,2500,5000,1,1,2,141.0,151.0
steel_415,Q345B,MNGEAXH,GB/T 5050-2018,8,2500,5000,F8,2023-01-03,200002,Q7,2023-04-01,2500,5000,5,1,0,217.0,225.0
steel_416,Q235B,WXJG952,GB/T 3050-2020,16,2500,5000,F3,2023-01-02,500005,Q9,2023-04-01,2500,5000,2,0,1,230.0,246.0
steel_417,Q345R(R-HIC),5USN2VI,GB/T 4040-2019,21,2500,5000,F5,2023-01-02,300003,Q11,2023-07-01,2500,5000,0,0,0,207.0,228.0
steel_418,Q235D,KHE3W7A,GB/T 2025-2015,18,2500,5000,F5,2023-01-01,500005,Q9,2023-04-01,2500,5000,3,0,1,225.0,243.0
steel_419,Q245A,Z2JJXFC,GB/T 2025-2015,20,2500,5000,F2,2023-01-01,500005,Q12,2023-07-01,2500,5000,0,0,2,195.0,215.0
steel_420,Q245R(R-HIC),D258TC6,GB/T 2025-2015,10,2500,5000,F1,2023-01-03,500005,Q9,2023-04-01,2500,5000,4,1,1,254.0,264.0
steel_421,Q235D,N74PCTP,GB/T 3050-2020,18,2500,5000,F8,2023-01-01,200002,Q7,2023-04-01,2500,5000,0,1,1,224.0,242.0
steel_422,Q235D,RVTOQZG,GB/T 5050-2018,15,2500,5000,F6,2023-01-02,200002,Q10,2023-07-01,2500,5000,3,0,1,243.0,258.0
steel_423,Q245R(R-HIC),8RXJ5IT,GB/T 6060-2017,21,2500,5000,F8,2023-01-01,500005,Q3,2023-01-01,2500,5000,0,2,0,121.0,142.0
steel_424,Q345B,3HEYBFO,GB/T 6060-2017,18,2500,5000,F1,2023-01-02,500005,Q3,2023-01-01,2500,5000,2,1,1,188.0,206.0
steel_425,Q245A,F5SGWDY,GB/T 3050-2020,10,2500,5000,F6,2023-01-03,500005,Q3,2023-01-01,2500,5000,0,0,0,228.0,238.0
steel_426,Q345R(R-HIC),3MBJKIE,GB/T 6060-2017,8,2500,5000,F8,2023-01-03,200002,Q1,2023-01-01,2500,5000,5,0,1,308.0,316.0
steel_427,Q235B,FJO3YY7,GB/T 2025-2015,8,2500,5000,F6,2023-01-02,500005,Q12,2023-07-01,2500,5000,3,1,0,336.0,344.0
steel_428,Q345C,MTTD9XI,GB/T 4040-2019,15,2500,5000,F2,2023-01-01,500005,Q6,2023-10-01,2500,5000,0,1,0,149.0,164.0
steel_429,Q235B,5P5OJE5,GB/T 1122-2021,10,2500,5000,F2,2023-01-03,300003,Q8,2023-04-01,2500,5000,3,0,0,349.0,359.0
steel_430,Q345C,Y4WDXCG,GB/T 5050-2018,20,2500,5000,F1,2023-01-03,300003,Q11,2023-07-01,2500,5000,2,1,1,206.0,226.0
steel_431,Q235B,KHE3W7A,GB/T 5050-2018,16,2500,5000,F1,2023-01-01,200002,Q10,2023-07-01,2500,5000,2,2,0,162.0,178.0
steel_432,Q245R(R-HIC),5BQX6VN,GB/T 3050-2020,10,2500,5000,F6,2023-01-01,300003,Q11,2023-07-01,2500,5000,2,2,1,153.0,163.0
steel_433,Q345R(R-HIC),RA9VXLL,GB/T 5050-2018,8,2500,5000,F4,2023-01-02,300003,Q2,2023-01-01,2500,5000,5,0,0,285.0,293.0
steel_434,Q245A,MZOA1RK,GB/T 2025-2015,8,2500,5000,F7,2023-01-01,300003,Q5,2023-10-01,2500,5000,2,0,1,246.0,254.0
steel_435,Q345C,FA1K4WR,GB/T 6060-2017,21,2500,5000,F5,2023-01-01,200002,Q4,2023-10-01,2500,5000,1,0,2,134.0,155.0
steel_436,Q245A,BRM0WHW,GB/T 2025-2015,10,2500,5000,F8,2023-01-01,300003,Q2,2023-01-01,2500,5000,0,1,0,164.0,174.0
steel_437,Q245A,QRL62Q2,GB/T 3050-2020,20,2500,5000,F8,2023-01-02,200002,Q7,2023-04-01,2500,5000,2,2,0,178.0,198.0
steel_438,Q245A,CQU1C4C,GB/T 2025-2015,21,2500,5000,F4,2023-01-02,500005,Q6,2023-10-01,2500,5000,4,0,1,265.0,286.0
steel_439,Q235C,QDJJL28,GB/T 6060-2017,18,2500,5000,F4,2023-01-03,300003,Q11,2023-07-01,2500,5000,1,2,0,163.0,181.0
steel_440,Q345B,D258TC6,GB/T 4040-2019,21,2500,5000,F4,2023-01-02,200002,Q10,2023-07-01,2500,5000,0,2,1,71.0,92.0
steel_441,Q235B,R7XVLZO,GB/T 3050-2020,16,2500,5000,F3,2023-01-03,300003,Q5,2023-10-01,2500,5000,1,0,0,87.0,103.0
steel_442,Q245A,3HEYBFO,GB/T 4040-2019,25,2500,5000,F3,2023-01-01,500005,Q3,2023-01-01,2500,5000,2,1,1,226.0,251.0
steel_443,Q235B,RVTOQZG,GB/T 1122-2021,8,2500,5000,F6,2023-01-03,200002,Q7,2023-04-01,2500,5000,1,0,2,155.0,163.0
steel_444,Q245A,Z54FGX4,GB/T 4040-2019,8,2500,5000,F3,2023-01-03,200002,Q10,2023-07-01,2500,5000,4,1,1,264.0,272.0
steel_445,Q345C,J0ZR697,GB/T 1122-2021,20,2500,5000,F2,2023-01-01,200002,Q10,2023-07-01,2500,5000,3,0,0,359.0,379.0
steel_446,Q345B,28F5IXF,GB/T 1122-2021,25,2500,5000,F2,2023-01-03,500005,Q9,2023-04-01,2500,5000,1,1,2,151.0,176.0
steel_447,Q345B,CCY29L2,GB/T 4040-2019,21,2500,5000,F1,2023-01-02,500005,Q12,2023-07-01,2500,5000,4,1,0,247.0,268.0
steel_448,Q245R(R-HIC),4LDID7Q,GB/T 3050-2020,8,2500,5000,F5,2023-01-02,500005,Q12,2023-07-01,2500,5000,5,1,1,329.0,337.0
steel_449,Q235C,8EGBJL9,GB/T 6060-2017,10,2500,5000,F6,2023-01-02,200002,Q7,2023-04-01,2500,5000,0,0,0,238.0,248.0
steel_450,Q245R(R-HIC),CXWNNG5,GB/T 2025-2015,25,2500,5000,F5,2023-01-02,500005,Q3,2023-01-01,2500,5000,4,0,1,286.0,311.0
steel_451,Q245R(R-HIC),2IX13U8,GB/T 2025-2015,10,2500,5000,F8,2023-01-03,300003,Q11,2023-07-01,2500,5000,2,0,0,182.0,192.0
steel_452,Q245R(R-HIC),OMYQBHG,GB/T 6060-2017,21,2500,5000,F7,2023-01-03,500005,Q6,2023-10-01,2500,5000,1,1,0,186.0,207.0
steel_453,Q245R(R-HIC),Z54FGX4,GB/T 1122-2021,21,2500,5000,F1,2023-01-01,200002,Q1,2023-01-01,2500,5000,4,0,0,182.0,203.0
steel_454,Q245R(R-HIC),CRX5AQ8,GB/T 1122-2021,16,2500,5000,F8,2023-01-03,300003,Q5,2023-10-01,2500,5000,2,1,1,251.0,267.0
steel_455,Q345R(R-HIC),3HEYBFO,GB/T 3050-2020,16,2500,5000,F8,2023-01-03,500005,Q9,2023-04-01,2500,5000,3,1,0,344.0,360.0
steel_456,Q345B,8CZMUEA,GB/T 5050-2018,16,2500,5000,F6,2023-01-03,300003,Q11,2023-07-01,2500,5000,5,1,1,337.0,353.0
steel_457,Q245R(R-HIC),TDZF6LU,GB/T 4040-2019,10,2500,5000,F4,2023-01-01,300003,Q8,2023-04-01,2500,5000,2,0,0,192.0,202.0
steel_458,Q245A,UJVZH9X,GB/T 1122-2021,25,2500,5000,F4,2023-01-02,200002,Q7,2023-04-01,2500,5000,5,0,1,316.0,341.0
steel_459,Q345B,8YVXEKN,GB/T 2025-2015,16,2500,5000,F5,2023-01-03,300003,Q2,2023-01-01,2500,5000,1,0,2,163.0,179.0
steel_460,Q345B,DIKDCW1,GB/T 3050-2020,25,2500,5000,F1,2023-01-01,300003,Q2,2023-01-01,2500,5000,2,1,1,267.0,292.0
steel_461,Q235D,YIJ5EPJ,GB/T 4040-2019,8,2500,5000,F4,2023-01-01,200002,Q1,2023-01-01,2500,5000,0,1,1,242.0,250.0
steel_462,Q345R(R-HIC),3MBJKIE,GB/T 3050-2020,25,2500,5000,F8,2023-01-01,200002,Q10,2023-07-01,2500,5000,0,1,2,124.0,149.0
steel_463,Q245R(R-HIC),8RXJ5IT,GB/T 4040-2019,16,2500,5000,F4,2023-01-02,200002,Q4,2023-10-01,2500,5000,2,0,0,202.0,218.0
steel_464,Q235B,VEC3GU5,GB/T 4040-2019,8,2500,5000,F3,2023-01-03,300003,Q5,2023-10-01,2500,5000,4,1,1,272.0,280.0
steel_465,Q345C,LG941RX,GB/T 6060-2017,8,2500,5000,F4,2023-01-01,300003,Q8,2023-04-01,2500,5000,4,0,0,203.0,211.0
steel_466,Q235C,BTHJIKU,GB/T 1122-2021,20,2500,5000,F8,2023-01-02,300003,Q8,2023-04-01,2500,5000,1,0,1,187.0,207.0
steel_467,Q245A,S72FQGP,GB/T 3050-2020,20,2500,5000,F5,2023-01-01,200002,Q1,2023-01-01,2500,5000,3,1,0,360.0,380.0
steel_468,Q235B,HC01IZP,GB/T 3050-2020,21,2500,5000,F6,2023-01-01,500005,Q9,2023-04-01,2500,5000,3,1,1,238.0,259.0
steel_469,Q345R(R-HIC),QWEFIIX,GB/T 6060-2017,8,2500,5000,F1,2023-01-01,300003,Q8,2023-04-01,2500,5000,2,0,0,218.0,226.0
steel_470,Q345C,8CZMUEA,GB/T 2025-2015,8,2500,5000,F7,2023-01-01,500005,Q9,2023-04-01,2500,5000,0,1,2,149.0,157.0
steel_471,Q345R(R-HIC),RIYO0RL,GB/T 2025-2015,16,2500,5000,F4,2023-01-01,200002,Q4,2023-10-01,2500,5000,5,1,0,225.0,241.0
steel_472,Q245A,UEA5MQ2,GB/T 1122-2021,16,2500,5000,F2,2023-01-02,300003,Q5,2023-10-01,2500,5000,4,1,1,280.0,296.0
steel_473,Q345B,B94WQ6E,GB/T 1122-2021,16,2500,5000,F2,2023-01-03,500005,Q9,2023-04-01,2500,5000,1,0,0,103.0,119.0
steel_474,Q345C,U2AOHRV,GB/T 5050-2018,25,2500,5000,F5,2023-01-03,300003,Q8,2023-04-01,2500,5000,4,0,1,311.0,336.0
steel_475,Q345B,0MVYTA0,GB/T 6060-2017,25,2500,5000,F8,2023-01-03,300003,Q11,2023-07-01,2500,5000,4,1,0,268.0,293.0
steel_476,Q245A,28F5IXF,GB/T 2025-2015,25,2500,5000,F7,2023-01-03,300003,Q8,2023-04-01,2500,5000,3,1,1,259.0,284.0
steel_477,Q235B,YHR7IB4,GB/T 4040-2019,21,2500,5000,F7,2023-01-02,500005,Q12,2023-07-01,2500,5000,1,1,1,89.0,110.0
steel_478,Q245A,4K4TR0M,GB/T 3050-2020,15,2500,5000,F3,2023-01-02,200002,Q4,2023-10-01,2500,5000,4,0,1,336.0,351.0
steel_479,Q235B,OYJ1KIP,GB/T 1122-2021,16,2500,5000,F7,2023-01-02,300003,Q5,2023-10-01,2500,5000,2,2,0,198.0,214.0
steel_480,Q345C,AJK6SED,GB/T 3050-2020,18,2500,5000,F2,2023-01-01,200002,Q4,2023-10-01,2500,5000,1,2,1,137.0,155.0
steel_481,Q345C,10HIHO7,GB/T 3050-2020,21,2500,5000,F6,2023-01-01,200002,Q4,2023-10-01,2500,5000,2,0,0,226.0,247.0
steel_482,Q245R(R-HIC),D373K6W,GB/T 5050-2018,8,2500,5000,F8,2023-01-01,500005,Q6,2023-10-01,2500,5000,3,0,1,258.0,266.0
steel_483,Q345R(R-HIC),J0ZR697,GB/T 2025-2015,16,2500,5000,F8,2023-01-03,500005,Q6,2023-10-01,2500,5000,2,1,0,170.0,186.0
steel_484,Q245R(R-HIC),UILQU2Z,GB/T 1122-2021,8,2500,5000,F4,2023-01-01,200002,Q10,2023-07-01,2500,5000,0,1,0,174.0,182.0
steel_485,Q345R(R-HIC),C9ZB19I,GB/T 3050-2020,18,2500,5000,F4,2023-01-03,300003,Q8,2023-04-01,2500,5000,5,0,0,293.0,311.0
steel_486,Q245R(R-HIC),0P48PTI,GB/T 1122-2021,25,2500,5000,F4,2023-01-01,500005,Q3,2023-01-01,2500,5000,1,1,2,176.0,201.0
steel_487,Q345B,CWGB0TK,GB/T 4040-2019,21,2500,5000,F2,2023-01-03,300003,Q8,2023-04-01,2500,5000,5,1,0,241.0,262.0
steel_488,Q345C,UY71YNR,GB/T 5050-2018,10,2500,5000,F2,2023-01-01,300003,Q5,2023-10-01,2500,5000,5,1,1,353.0,363.0
steel_489,Q235B,X2ATOY2,GB/T 4040-2019,25,2500,5000,F5,2023-01-01,300003,Q11,2023-07-01,2500,5000,2,1,0,186.0,211.0
steel_490,Q345R(R-HIC),0P48PTI,GB/T 1122-2021,20,2500,5000,F2,2023-01-02,200002,Q1,2023-01-01,2500,5000,3,0,1,266.0,286.0
steel_491,Q245A,FHYBE1H,GB/T 1122-2021,8,2500,5000,F2,2023-01-01,300003,Q2,2023-01-01,2500,5000,4,1,0,293.0,301.0
steel_492,Q345R(R-HIC),KTQMRXF,GB/T 2025-2015,10,2500,5000,F2,2023-01-01,200002,Q4,2023-10-01,2500,5000,0,1,0,182.0,192.0
steel_493,Q235B,KQNQ0LM,GB/T 3050-2020,10,2500,5000,F2,2023-01-02,200002,Q4,2023-10-01,2500,5000,1,1,1,110.0,120.0
steel_494,Q245R(R-HIC),NXITJH4,GB/T 3050-2020,8,2500,5000,F6,2023-01-03,300003,Q2,2023-01-01,2500,5000,4,0,1,351.0,359.0
steel_495,Q345R(R-HIC),2IX13U8,GB/T 4040-2019,25,2500,5000,F2,2023-01-02,300003,Q5,2023-10-01,2500,5000,1,2,0,181.0,206.0
steel_496,Q235C,H60UCIF,GB/T 5050-2018,16,2500,5000,F5,2023-01-02,300003,Q8,2023-04-01,2500,5000,2,1,1,292.0,308.0
steel_497,Q345B,8YVXEKN,GB/T 6060-2017,25,2500,5000,F7,2023-01-03,300003,Q2,2023-01-01,2500,5000,4,0,0,211.0,236.0
steel_498,Q345C,JGW5Z76,GB/T 3050-2020,15,2500,5000,F7,2023-01-01,200002,Q1,2023-01-01,2500,5000,4,0,1,359.0,374.0
steel_499,Q235B,8YVXEKN,GB/T 2025-2015,8,2500,5000,F3,2023-01-03,300003,Q5,2023-10-01,2500,5000,2,0,0,247.0,255.0
steel_500,Q345C,RVTOQZG,GB/T 4040-2019,16,2500,5000,F6,2023-01-01,300003,Q5,2023-10-01,2500,5000,2,0,1,254.0,270.0
steel_501,Q235C,3WKN3HU,GB/T 4040-2019,8,2500,5000,F4,2023-01-01,200002,Q10,2023-07-01,2500,5000,3,0,0,379.0,387.0
steel_502,Q345R(R-HIC),8YVXEKN,GB/T 6060-2017,16,2500,5000,F1,2023-01-03,500005,Q12,2023-07-01,2500,5000,4,0,1,374.0,390.0
steel_503,Q345R(R-HIC),MZOA1RK,GB/T 2025-2015,25,2500,5000,F2,2023-01-02,500005,Q12,2023-07-01,2500,5000,1,2,0,206.0,231.0
steel_504,Q245A,6WDQ0K6,GB/T 5050-2018,18,2500,5000,F3,2023-01-03,200002,Q1,2023-01-01,2500,5000,5,1,1,363.0,381.0
steel_505,Q235C,FA1K4WR,GB/T 2025-2015,18,2500,5000,F1,2023-01-01,500005,Q9,2023-04-01,2500,5000,3,0,0,387.0,405.0
steel_506,Q235B,VANO5B8,GB/T 5050-2018,10,2500,5000,F5,2023-01-03,200002,Q10,2023-07-01,2500,5000,4,0,1,390.0,400.0
